Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, THREE_OF_A_KIND, 6, NORMAL
2222, 0, 34, 4, -4000, FLUSH, 2, NORMAL
3333, 0, 2, 2, -4000, THREE_OF_A_KIND, 6, NORMAL
4444, 32000, 34, 12, 28000, FULL_HOUSE, 1, NORMAL
5555, 0, 5, 5, -4000, FULL_HOUSE, 5, NORMAL
6666, 0, 11, 2, -4000, ONE_PAIR, 4, NORMAL
7777, 0, 2, 2, -4000, THREE_OF_A_KIND, 6, NORMAL
8888, 0, 22, 2, -4000, ONE_PAIR, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 20, 530, 0, -3980, NULL, 6, NORMAL
2222, 0, 531, 0, -4000, NULL, 5, NORMAL
3333, 20, 529, 0, -3980, NULL, 7, NORMAL
4444, 20, 532, 0, -3980, NULL, 3, NORMAL
5555, 0, 532, 0, -4000, NULL, 4, NORMAL
6666, 0, 529, 0, -4000, NULL, 8, NORMAL
7777, 6740, 600, 5, 2740, TWO_PAIR, 1, NORMAL
8888, 3100, 600, 5, -900, FULL_HOUSE, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 149, 5, -4000, TWO_PAIR, 5, NORMAL
2222, 0, 2, 2, -4000, ONE_PAIR, 8, NORMAL
3333, 0, 16, 10, -4000, TWO_PAIR, 7, NORMAL
4444, 20, 175, 6, -3980, TWO_PAIR, 4, NORMAL
5555, 16740, 440, 10, 12740, THREE_OF_A_KIND, 1, NORMAL
6666, 0, 27, 2, -4000, ONE_PAIR, 6, NORMAL
7777, 20, 380, 5, -3980, THREE_OF_A_KIND, 3, NORMAL
8888, 20, 440, 12, -3980, THREE_OF_A_KIND, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, THREE_OF_A_KIND, 6, NORMAL
2222, 0, 5, 5, -4000, THREE_OF_A_KIND, 5, NORMAL
3333, 20, 368, 0, -3980, NULL, 2, NORMAL
4444, 0, 2, 2, -4000, FULL_HOUSE, 6, NORMAL
5555, 0, 12, 9, -4000, FOUR_OF_A_KIND, 4, NORMAL
6666, 0, 2, 2, -4000, THREE_OF_A_KIND, 6, NORMAL
7777, 0, 39, 9, -4000, STRAIGHT, 3, NORMAL
8888, 26020, 368, 4, 22020, STRAIGHT, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, TWO_PAIR, 7, NORMAL
2222, 0, 113, 6, -4000, TWO_PAIR, 2, NORMAL
3333, 0, 2, 2, -4000, TWO_PAIR, 7, NORMAL
4444, 32000, 113, 17, 28000, FULL_HOUSE, 1, NORMAL
5555, 0, 4, 4, -4000, FULL_HOUSE, 6, NORMAL
6666, 0, 18, 4, -4000, ONE_PAIR, 4, NORMAL
7777, 0, 6, 2, -4000, TWO_PAIR, 5, NORMAL
8888, 0, 33, 4, -4000, TWO_PAIR, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 18120, 600, 4, 14120, FLUSH, 1, NORMAL
2222, 20, 64, 4, -3980, THREE_OF_A_KIND, 5, NORMAL
3333, 20, 235, 0, -3980, NULL, 3, NORMAL
4444, 0, 2, 2, -4000, HIGH_CARD, 8, NORMAL
5555, 0, 66, 8, -4000, FULL_HOUSE, 4, NORMAL
6666, 0, 20, 5, -4000, STRAIGHT, 7, NORMAL
7777, 0, 61, 15, -4000, FLUSH, 6, NORMAL
8888, 240, 600, 5, -3760, FULL_HOUSE, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, TWO_PAIR, 6, NORMAL
2222, 32000, 57, 6, 28000, STRAIGHT, 1, NORMAL
3333, 0, 57, 13, -4000, FOUR_OF_A_KIND, 2, NORMAL
4444, 0, 4, 4, -4000, TWO_PAIR, 4, NORMAL
5555, 0, 2, 2, -4000, HIGH_CARD, 6, NORMAL
6666, 0, 13, 4, -4000, FLUSH, 3, NORMAL
7777, 0, 2, 2, -4000, HIGH_CARD, 6, NORMAL
8888, 0, 3, 2, -4000, STRAIGHT, 5, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 530, 0, -4000, NULL, 6, NORMAL
2222, 0, 529, 0, -4000, NULL, 8, NORMAL
3333, 20, 529, 0, -3980, NULL, 7, NORMAL
4444, 20, 531, 0, -3980, NULL, 4, NORMAL
5555, 20, 530, 0, -3980, NULL, 5, NORMAL
6666, 0, 532, 0, -4000, NULL, 3, NORMAL
7777, 10420, 582, 6, 6420, TWO_PAIR, 1, NORMAL
8888, 0, 582, 6, -4000, TWO_PAIR, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 271, 6, -4000, FULL_HOUSE, 3, NORMAL
2222, 0, 5, 5, -4000, TWO_PAIR, 8, NORMAL
3333, 0, 12, 10, -4000, FULL_HOUSE, 6, NORMAL
4444, 0, 6, 2, -4000, TWO_PAIR, 7, NORMAL
5555, 0, 249, 10, -4000, FULL_HOUSE, 4, NORMAL
6666, 20, 547, 7, -3980, THREE_OF_A_KIND, 2, NORMAL
7777, 0, 29, 2, -4000, THREE_OF_A_KIND, 5, NORMAL
8888, 19900, 547, 9, 15900, FULL_HOUSE, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
2222, 31980, 214, 37, 27980, FULL_HOUSE, 1, NORMAL
3333, 0, 203, 0, -4000, NULL, 3, NORMAL
4444, 0, 2, 2, -4000, TWO_PAIR, 5, NORMAL
5555, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
6666, 0, 2, 2, -4000, TWO_PAIR, 5, NORMAL
7777, 0, 5, 4, -4000, STRAIGHT, 4, NORMAL
8888, 20, 214, 34, -3980, FOUR_OF_A_KIND, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 45, 13, -4000, STRAIGHT, 3, NORMAL
2222, 24180, 563, 4, 20180, TWO_PAIR, 1, NORMAL
3333, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
4444, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
5555, 20, 3, 3, -3980, TWO_PAIR, 5, NORMAL
6666, 0, 16, 4, -4000, ONE_PAIR, 4, NORMAL
7777, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
8888, 20, 563, 7, -3980, FULL_HOUSE, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 129, 6, -4000, TWO_PAIR, 4, NORMAL
2222, 0, 249, 8, -4000, THREE_OF_A_KIND, 2, NORMAL
3333, 0, 235, 0, -4000, NULL, 3, NORMAL
4444, 0, 22, 11, -4000, FULL_HOUSE, 5, NORMAL
5555, 0, 11, 2, -4000, STRAIGHT, 6, NORMAL
6666, 25760, 249, 13, 21760, FULL_HOUSE, 1, NORMAL
7777, 0, 2, 2, -4000, THREE_OF_A_KIND, 8, NORMAL
8888, 0, 11, 2, -4000, FULL_HOUSE, 6, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 32000, 65, 22, 28000, FULL_HOUSE, 1, NORMAL
2222, 0, 65, 9, -4000, FULL_HOUSE, 2, NORMAL
3333, 0, 2, 2, -4000, TWO_PAIR, 6, NORMAL
4444, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
5555, 0, 4, 4, -4000, TWO_PAIR, 5, NORMAL
6666, 0, 33, 6, -4000, FLUSH, 3, NORMAL
7777, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
8888, 0, 28, 4, -4000, TWO_PAIR, 4, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 482, 0, -4000, NULL, 5, NORMAL
2222, 20, 481, 0, -3980, NULL, 6, NORMAL
3333, 0, 481, 0, -4000, NULL, 7, NORMAL
4444, 0, 483, 0, -4000, NULL, 3, NORMAL
5555, 20, 482, 0, -3980, NULL, 4, NORMAL
6666, 20, 484, 0, -3980, NULL, 2, NORMAL
7777, 0, 145, 3, -4000, ONE_PAIR, 8, NORMAL
8888, 8520, 484, 3, 4520, FLUSH, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 37, 3, -4000, THREE_OF_A_KIND, 4, NORMAL
2222, 0, 227, 19, -4000, TWO_PAIR, 2, NORMAL
3333, 20, 5, 5, -3980, STRAIGHT, 7, NORMAL
4444, 0, 79, 3, -4000, ONE_PAIR, 3, NORMAL
5555, 0, 4, 2, -4000, ONE_PAIR, 8, NORMAL
6666, 0, 19, 3, -4000, TWO_PAIR, 6, NORMAL
7777, 0, 21, 3, -4000, TWO_PAIR, 5, NORMAL
8888, 31980, 227, 6, 27980, TWO_PAIR, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 31980, 335, 47, 27980, FULL_HOUSE, 1, NORMAL
2222, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
3333, 0, 202, 0, -4000, NULL, 3, NORMAL
4444, 0, 6, 6, -4000, STRAIGHT, 4, NORMAL
5555, 0, 2, 2, -4000, HIGH_CARD, 5, NORMAL
6666, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
7777, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
8888, 20, 335, 41, -3980, FULL_HOUSE, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
2222, 0, 156, 6, -4000, STRAIGHT, 3, NORMAL
3333, 0, 2, 2, -4000, HIGH_CARD, 6, NORMAL
4444, 0, 5, 5, -4000, THREE_OF_A_KIND, 5, NORMAL
5555, 0, 12, 9, -4000, FLUSH, 4, NORMAL
6666, 26980, 265, 10, 22980, TWO_PAIR, 1, NORMAL
7777, 0, 2, 2, -4000, HIGH_CARD, 6, NORMAL
8888, 0, 265, 5, -4000, STRAIGHT, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 80, 4, -4000, FULL_HOUSE, 4, NORMAL
2222, 0, 209, 10, -4000, THREE_OF_A_KIND, 3, NORMAL
3333, 20, 235, 0, -3980, NULL, 2, NORMAL
4444, 0, 24, 12, -4000, FLUSH, 5, NORMAL
5555, 0, 10, 2, -4000, TWO_PAIR, 6, NORMAL
6666, 0, 10, 3, -4000, ONE_PAIR, 6, NORMAL
7777, 0, 2, 2, -4000, TWO_PAIR, 8, NORMAL
8888, 24120, 235, 7, 20120, THREE_OF_A_KIND, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, TWO_PAIR, 6, NORMAL
2222, 0, 8, 3, -4000, TWO_PAIR, 4, NORMAL
3333, 0, 5, 5, -4000, FULL_HOUSE, 5, NORMAL
4444, 0, 2, 2, -4000, THREE_OF_A_KIND, 6, NORMAL
5555, 32000, 35, 13, 28000, STRAIGHT, 1, NORMAL
6666, 0, 9, 4, -4000, STRAIGHT, 3, NORMAL
7777, 0, 2, 2, -4000, TWO_PAIR, 6, NORMAL
8888, 0, 35, 5, -4000, THREE_OF_A_KIND, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 20, 522, 0, -3980, NULL, 5, NORMAL
2222, 0, 523, 0, -4000, NULL, 4, NORMAL
3333, 20, 529, 0, -3980, NULL, 2, NORMAL
4444, 0, 521, 0, -4000, NULL, 7, NORMAL
5555, 20, 521, 0, -3980, NULL, 6, NORMAL
6666, 20, 523, 0, -3980, NULL, 3, NORMAL
7777, 11480, 529, 5, 7480, FULL_HOUSE, 1, NORMAL
8888, 0, 466, 5, -4000, TWO_PAIR, 8, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 143, 5, -4000, FLUSH, 5, NORMAL
2222, 0, 4, 3, -4000, TWO_PAIR, 7, NORMAL
3333, 0, 2, 2, -4000, ONE_PAIR, 8, NORMAL
4444, 22360, 380, 9, 18360, FULL_HOUSE, 1, NORMAL
5555, 0, 241, 5, -4000, FLUSH, 4, NORMAL
6666, 0, 246, 7, -4000, THREE_OF_A_KIND, 3, NORMAL
7777, 0, 86, 3, -4000, TWO_PAIR, 6, NORMAL
8888, 20, 380, 6, -3980, TWO_PAIR, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, TWO_PAIR, 4, NORMAL
2222, 0, 2, 2, -4000, FULL_HOUSE, 4, NORMAL
3333, 20, 365, 0, -3980, NULL, 2, NORMAL
4444, 0, 2, 2, -4000, FLUSH, 4, NORMAL
5555, 0, 33, 7, -4000, FULL_HOUSE, 3, NORMAL
6666, 0, 2, 2, -4000, TWO_PAIR, 4, NORMAL
7777, 0, 2, 2, -4000, TWO_PAIR, 4, NORMAL
8888, 26200, 365, 6, 22200, FULL_HOUSE, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
2222, 0, 89, 5, -4000, TWO_PAIR, 2, NORMAL
3333, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
4444, 0, 2, 2, -4000, TWO_PAIR, 6, NORMAL
5555, 31980, 89, 17, 27980, FULL_HOUSE, 1, NORMAL
6666, 20, 14, 2, -3980, ONE_PAIR, 5, NORMAL
7777, 0, 17, 9, -4000, TWO_PAIR, 4, NORMAL
8888, 0, 22, 2, -4000, ONE_PAIR, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 3, 2, -4000, ONE_PAIR, 7, NORMAL
2222, 0, 102, 4, -4000, TWO_PAIR, 3, NORMAL
3333, 20, 350, 0, -3980, NULL, 2, NORMAL
4444, 0, 2, 2, -4000, ONE_PAIR, 8, NORMAL
5555, 0, 55, 6, -4000, STRAIGHT, 5, NORMAL
6666, 0, 11, 3, -4000, STRAIGHT, 6, NORMAL
7777, 30580, 350, 19, 26580, STRAIGHT, 1, NORMAL
8888, 0, 63, 8, -4000, STRAIGHT, 4, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 32000, 35, 15, 28000, FOUR_OF_A_KIND, 1, NORMAL
2222, 0, 26, 8, -4000, TWO_PAIR, 3, NORMAL
3333, 0, 2, 2, -4000, FULL_HOUSE, 5, NORMAL
4444, 0, 2, 2, -4000, FULL_HOUSE, 5, NORMAL
5555, 0, 2, 2, -4000, FULL_HOUSE, 5, NORMAL
6666, 0, 15, 5, -4000, FULL_HOUSE, 4, NORMAL
7777, 0, 2, 2, -4000, FULL_HOUSE, 5, NORMAL
8888, 0, 35, 2, -4000, ONE_PAIR, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 529, 0, -4000, NULL, 8, NORMAL
2222, 20, 530, 0, -3980, NULL, 6, NORMAL
3333, 0, 531, 0, -4000, NULL, 5, NORMAL
4444, 0, 532, 0, -4000, NULL, 3, NORMAL
5555, 20, 531, 0, -3980, NULL, 4, NORMAL
6666, 0, 530, 0, -4000, NULL, 7, NORMAL
7777, 7960, 600, 9, 3960, FULL_HOUSE, 1, NORMAL
8888, 1980, 600, 9, -2020, FULL_HOUSE, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 9, 2, -4000, ONE_PAIR, 7, NORMAL
2222, 0, 4, 4, -4000, TWO_PAIR, 8, NORMAL
3333, 32000, 195, 19, 28000, STRAIGHT, 1, NORMAL
4444, 0, 26, 2, -4000, TWO_PAIR, 6, NORMAL
5555, 0, 28, 2, -4000, TWO_PAIR, 4, NORMAL
6666, 0, 28, 4, -4000, THREE_OF_A_KIND, 4, NORMAL
7777, 0, 195, 4, -4000, TWO_PAIR, 2, NORMAL
8888, 0, 33, 4, -4000, TWO_PAIR, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 30660, 600, 78, 26660, FLUSH, 1, NORMAL
2222, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
3333, 20, 202, 0, -3980, NULL, 3, NORMAL
4444, 0, 6, 6, -4000, FULL_HOUSE, 4, NORMAL
5555, 0, 2, 2, -4000, HIGH_CARD, 6, NORMAL
6666, 0, 4, 4, -4000, STRAIGHT, 5, NORMAL
7777, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
8888, 1320, 600, 72, -2680, FULL_HOUSE, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, ONE_PAIR, 7, NORMAL
2222, 32000, 117, 7, 28000, TWO_PAIR, 1, NORMAL
3333, 0, 10, 10, -4000, FLUSH, 4, NORMAL
4444, 0, 2, 2, -4000, THREE_OF_A_KIND, 7, NORMAL
5555, 0, 117, 20, -4000, STRAIGHT, 2, NORMAL
6666, 0, 7, 2, -4000, ONE_PAIR, 5, NORMAL
7777, 0, 5, 3, -4000, TWO_PAIR, 6, NORMAL
8888, 0, 23, 3, -4000, STRAIGHT, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 174, 7, -4000, THREE_OF_A_KIND, 3, NORMAL
2222, 0, 43, 3, -4000, ONE_PAIR, 5, NORMAL
3333, 20, 317, 0, -3980, NULL, 2, NORMAL
4444, 0, 2, 2, -4000, TWO_PAIR, 8, NORMAL
5555, 25280, 317, 14, 21280, FLUSH, 1, NORMAL
6666, 0, 140, 14, -4000, STRAIGHT, 4, NORMAL
7777, 0, 29, 9, -4000, TWO_PAIR, 6, NORMAL
8888, 0, 27, 3, -4000, ONE_PAIR, 7, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
2222, 20, 399, 3, -3980, TWO_PAIR, 2, NORMAL
3333, 0, 9, 7, -4000, THREE_OF_A_KIND, 4, NORMAL
4444, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
5555, 0, 2, 2, -4000, HIGH_CARD, 6, NORMAL
6666, 25580, 399, 9, 21580, FULL_HOUSE, 1, NORMAL
7777, 0, 4, 4, -4000, THREE_OF_A_KIND, 5, NORMAL
8888, 0, 36, 5, -4000, TWO_PAIR, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 20, 475, 0, -3980, NULL, 3, NORMAL
2222, 0, 473, 0, -4000, NULL, 7, NORMAL
3333, 0, 474, 0, -4000, NULL, 5, NORMAL
4444, 0, 475, 0, -4000, NULL, 4, NORMAL
5555, 20, 473, 0, -3980, NULL, 6, NORMAL
6666, 20, 477, 0, -3980, NULL, 2, NORMAL
7777, 0, 78, 3, -4000, TWO_PAIR, 8, NORMAL
8888, 7000, 477, 3, 3000, TWO_PAIR, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 239, 9, -4000, FOUR_OF_A_KIND, 4, NORMAL
2222, 0, 4, 3, -4000, TWO_PAIR, 7, NORMAL
3333, 0, 2, 2, -4000, ONE_PAIR, 8, NORMAL
4444, 0, 258, 6, -4000, FLUSH, 3, NORMAL
5555, 0, 79, 2, -4000, TWO_PAIR, 6, NORMAL
6666, 18860, 505, 12, 14860, STRAIGHT, 1, NORMAL
7777, 20, 505, 5, -3980, FULL_HOUSE, 2, NORMAL
8888, 0, 109, 4, -4000, FOUR_OF_A_KIND, 5, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 32000, 421, 49, 28000, FULL_HOUSE, 1, NORMAL
2222, 0, 2, 2, -4000, ONE_PAIR, 4, NORMAL
3333, 0, 199, 0, -4000, NULL, 3, NORMAL
4444, 0, 2, 2, -4000, TWO_PAIR, 4, NORMAL
5555, 0, 2, 2, -4000, ONE_PAIR, 4, NORMAL
6666, 0, 2, 2, -4000, ONE_PAIR, 4, NORMAL
7777, 0, 2, 2, -4000, TWO_PAIR, 4, NORMAL
8888, 0, 421, 48, -4000, FULL_HOUSE, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 23, 13, -4000, STRAIGHT, 3, NORMAL
2222, 26500, 375, 4, 22500, FLUSH, 1, NORMAL
3333, 0, 5, 5, -4000, TWO_PAIR, 5, NORMAL
4444, 0, 3, 3, -4000, THREE_OF_A_KIND, 6, NORMAL
5555, 0, 2, 2, -4000, ONE_PAIR, 8, NORMAL
6666, 0, 15, 3, -4000, ONE_PAIR, 4, NORMAL
7777, 0, 3, 2, -4000, ONE_PAIR, 6, NORMAL
8888, 20, 375, 4, -3980, FULL_HOUSE, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 24980, 306, 7, 20980, THREE_OF_A_KIND, 1, NORMAL
2222, 0, 37, 4, -4000, TWO_PAIR, 4, NORMAL
3333, 20, 306, 0, -3980, NULL, 2, NORMAL
4444, 0, 34, 15, -4000, FULL_HOUSE, 5, NORMAL
5555, 0, 8, 2, -4000, TWO_PAIR, 7, NORMAL
6666, 0, 16, 3, -4000, TWO_PAIR, 6, NORMAL
7777, 0, 3, 3, -4000, TWO_PAIR, 8, NORMAL
8888, 0, 129, 6, -4000, STRAIGHT, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
2222, 0, 11, 3, -4000, TWO_PAIR, 3, NORMAL
3333, 32000, 16, 10, 28000, TWO_PAIR, 1, NORMAL
4444, 0, 2, 2, -4000, HIGH_CARD, 5, NORMAL
5555, 0, 5, 5, -4000, ONE_PAIR, 4, NORMAL
6666, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
7777, 0, 2, 2, -4000, ONE_PAIR, 5, NORMAL
8888, 0, 16, 4, -4000, TWO_PAIR, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 20, 465, 0, -3980, NULL, 6, NORMAL
2222, 20, 466, 0, -3980, NULL, 5, NORMAL
3333, 0, 467, 0, -4000, NULL, 4, NORMAL
4444, 20, 469, 0, -3980, NULL, 2, NORMAL
5555, 0, 465, 0, -4000, NULL, 7, NORMAL
6666, 20, 467, 0, -3980, NULL, 3, NORMAL
7777, 0, 14, 2, -4000, ONE_PAIR, 8, NORMAL
8888, 7820, 469, 2, 3820, TWO_PAIR, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 59, 3, -4000, TWO_PAIR, 5, NORMAL
2222, 0, 12, 7, -4000, FULL_HOUSE, 7, NORMAL
3333, 0, 2, 2, -4000, ONE_PAIR, 8, NORMAL
4444, 0, 370, 4, -4000, STRAIGHT, 2, NORMAL
5555, 0, 31, 2, -4000, TWO_PAIR, 6, NORMAL
6666, 24180, 370, 8, 20180, FULL_HOUSE, 1, NORMAL
7777, 0, 111, 5, -4000, TWO_PAIR, 3, NORMAL
8888, 0, 76, 3, -4000, THREE_OF_A_KIND, 4, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 18270, 600, 600, 14270, FULL_HOUSE, 1, NORMAL
2222, 9830, 600, 600, 5830, FOUR_OF_A_KIND, 2, NORMAL
3333, 20, 205, 0, -3980, NULL, 3, NORMAL
4444, 0, 2, 2, -4000, FLUSH, 6, NORMAL
5555, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
6666, 0, 2, 2, -4000, TWO_PAIR, 6, NORMAL
7777, 0, 3, 2, -4000, HIGH_CARD, 5, NORMAL
8888, 0, 22, 1, -120, FULL_HOUSE, 4, OFFLINEPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
2222, 0, 516, 13, -4000, FULL_HOUSE, 2, NORMAL
3333, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
4444, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
5555, 0, 5, 5, -4000, THREE_OF_A_KIND, 5, NORMAL
6666, 23240, 516, 17, 19240, FULL_HOUSE, 1, NORMAL
7777, 0, 15, 4, -4000, TWO_PAIR, 4, NORMAL
8888, 0, 149, 7, -4000, FULL_HOUSE, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 66, 8, -4000, TWO_PAIR, 5, NORMAL
2222, 0, 166, 5, -4000, FULL_HOUSE, 3, NORMAL
3333, 20, 308, 0, -3980, NULL, 2, NORMAL
4444, 0, 2, 2, -4000, ONE_PAIR, 8, NORMAL
5555, 26500, 308, 6, 22500, FULL_HOUSE, 1, NORMAL
6666, 0, 42, 3, -4000, TWO_PAIR, 7, NORMAL
7777, 0, 44, 15, -4000, FULL_HOUSE, 6, NORMAL
8888, 0, 82, 4, -4000, STRAIGHT, 4, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 15, 9, -4000, THREE_OF_A_KIND, 4, NORMAL
2222, 26020, 322, 7, 22020, FOUR_OF_A_KIND, 1, NORMAL
3333, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
4444, 0, 4, 4, -4000, TWO_PAIR, 5, NORMAL
5555, 0, 2, 2, -4000, ONE_PAIR, 6, NORMAL
6666, 0, 166, 8, -4000, THREE_OF_A_KIND, 3, NORMAL
7777, 0, 2, 2, -4000, TWO_PAIR, 6, NORMAL
8888, 20, 322, 5, -3980, STRAIGHT, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 20, 483, 0, -3980, NULL, 4, NORMAL
2222, 20, 485, 0, -3980, NULL, 2, NORMAL
3333, 0, 482, 0, -4000, NULL, 7, NORMAL
4444, 0, 483, 0, -4000, NULL, 5, NORMAL
5555, 20, 482, 0, -3980, NULL, 6, NORMAL
6666, 0, 484, 0, -4000, NULL, 3, NORMAL
7777, 11520, 485, 2, 7520, TWO_PAIR, 1, NORMAL
8888, 0, 151, 2, -4000, ONE_PAIR, 8, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 4840, 600, 8, 840, TWO_PAIR, 2, NORMAL
2222, 0, 23, 7, -4000, FULL_HOUSE, 7, NORMAL
3333, 0, 2, 2, -4000, TWO_PAIR, 8, NORMAL
4444, 11020, 600, 9, 7020, FULL_HOUSE, 1, NORMAL
5555, 0, 417, 6, -4000, TWO_PAIR, 3, NORMAL
6666, 0, 87, 3, -4000, TWO_PAIR, 6, NORMAL
7777, 0, 165, 3, -4000, TWO_PAIR, 5, NORMAL
8888, 0, 358, 8, -4000, STRAIGHT, 4, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 2, 2, -4000, FLUSH, 6, NORMAL
2222, 0, 3, 3, -4000, FULL_HOUSE, 5, NORMAL
3333, 20, 250, 0, -3980, NULL, 2, NORMAL
4444, 0, 2, 2, -4000, THREE_OF_A_KIND, 6, NORMAL
5555, 0, 8, 6, -4000, FULL_HOUSE, 4, NORMAL
6666, 0, 2, 2, -4000, STRAIGHT, 6, NORMAL
7777, 30680, 250, 11, 26680, FULL_HOUSE, 1, NORMAL
8888, 0, 152, 6, -4000, TWO_PAIR, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
